Title,Stock_Status,Price,Dealer,Rating,Num_review
2016 Honda Civic LX,New,"$68,356",Advantage Chevrolet of Bolingbrook,4.6,(793 reviews)
2020 Honda Accord LX,New,"$19,180",Schaumburg Toyota,4.5,(776 reviews)
2018 MINI Hardtop S,New,"$37,915",Audi Hoffman Estates,4.8,"(4,545 reviews)"
2021 Mazda CX-30 Select,New,"$40,003",Arnie Bauer Buick GMC of Matteson,4.8,"(3,726 reviews)"
2018 BMW X3 xDrive30i,New,"$59,913",Audi Hoffman Estates,4.9,"(3,878 reviews)"
2024 Ford Bronco Sport Big Bend,Used,"$44,888",Sutton Ford,4.5,(595 reviews)
2024 Jeep Wagoneer Series II Carbide 4x4,Used,"$32,999",Mercedes-Benz of Hoffman Estates,4.9,"(3,878 reviews)"
2021 Audi Q5 Prestige,Used,"$25,550",All In Auto,4.9,"(3,878 reviews)"
2024 Ford Escape PHEV PHEV,Used,"$19,995",BMW of Schererville,4.3,"(1,194 reviews)"
2025 Hyundai Tucson SEL,Used,"$24,595",Bettenhausen Chrysler Dodge Jeep RAM,4.4,"(1,391 reviews)"
2025 Hyundai Tucson SEL,New,"$31,965",Currie Motors Ford of Frankfort,4.6,"(1,260 reviews)"
2020 Ford Fusion S,New,"$28,555",Chevrolet of Naperville,4.7,"(1,728 reviews)"
2017 Hyundai Sonata Hybrid Limited,New,"$27,382",Fair Oaks Lincoln,4.8,(543 reviews)
2024 Ford F-150 XL,Used,"$19,998",Audi Naperville,4.4,"(1,391 reviews)"
2024 Subaru Outback Wilderness,New,"$69,665",Woody Buick GMC Naperville,4.4,"(1,391 reviews)"
2025 Honda HR-V Sport,Used,"$19,988",Knauz Auto Park,4.7,"(1,983 reviews)"
2024 Subaru Crosstrek Premium,Used,"$23,995",Knauz Auto Park,0,(78 reviews)
2024 Subaru WRX Premium,Used,"$34,888",Silver Auto Sales Inc.,2.8,"(1,047 reviews)"
2019 Honda Accord LX,Used,"$92,800",Woody Buick GMC Naperville,4.6,"(1,913 reviews)"
2016 Dodge Durango Citadel,Used,"$4,950",Chevrolet of Naperville,4.3,(27 reviews)
2024 Kia Sorento S,Used,"$23,297",Advantage Acura of Naperville,4.4,(651 reviews)
2020 Ford Fusion Hybrid SE,New,"$33,685",Chevrolet of Naperville,4.4,(651 reviews)
2024 Jeep Wagoneer Series II,Used,"$15,650",Napleton Mazda of Naperville,4,(61 reviews)
2024 Jeep Grand Cherokee 4xe Base,New,"$58,675",Woody Buick GMC Naperville,4,(61 reviews)
2024 Cadillac LYRIQ Luxury w/1SD,New,"$58,730",Woody Buick GMC Naperville,4.5,"(3,906 reviews)"
2023 Cadillac XT5 Premium Luxury,New,"$74,402",Mercedes-Benz of Naperville,4.5,(392 reviews)
2012 Jeep Liberty Jet,Used,"$17,500",Honda of Downtown Chicago,5,"(6,717 reviews)"
2024 Ford Bronco Sport Outer Banks,Ford Certified,"$24,990",Honda of Downtown Chicago,4.8,"(3,915 reviews)"
2024 Ford Bronco Sport Badlands,Used,"$31,894",Napleton Downtown Chevrolet Buick GMC,4.9,"(4,733 reviews)"
2016 Ford F-350 Lariat,New,"$36,081",CarMax Roanoke,4.5,"(2,007 reviews)"
2024 Nissan Kicks SV,New,"$67,210",Mercedes-Benz of Chicago,4.7,(489 reviews)
2024 Ford Escape ST-Line Elite,New,"$66,815",Fox Ford of Chicago,4.6,"(2,367 reviews)"
2024 Subaru Crosstrek Premium,New,"$77,270",Baha Auto Sales,4.9,"(3,657 reviews)"
2024 Jeep Grand Cherokee L Summit Reserve,New,"$52,688",Marino Chrysler Jeep Dodge RAM,4.7,(869 reviews)
2025 Kia Sportage SX-Prestige,New,"$30,987",Marino Chrysler Jeep Dodge RAM,4.7,(869 reviews)
2024 Lincoln Nautilus Reserve,Used,"$32,995",Kingdom Chevrolet,4.7,"(3,428 reviews)"
2018 Chrysler 300 Limited,New,"$32,497",McGrath City Mazda,4.5,(993 reviews)
2024 GMC Acadia AWD AT4,New,"$44,350",Zeigler Ford of North Riverside,4.5,"(1,504 reviews)"
2024 GMC Sierra 1500 SLE,Used,"$9,777",City Volkswagen of Chicago,4.3,(49 reviews)
2025 RAM 1500 Big Horn/Lone Star,New,"$37,275",City Volkswagen of Chicago,4.1,"(1,123 reviews)"
2024 Kia Sorento SX,New,"$48,825",Zeigler Buick GMC of Lincolnwood,0,(24 reviews)
2024 Jeep Wagoneer Series II,New,"$59,370",Castle Buick GMC,4.4,"(3,359 reviews)"
2017 Dodge Durango GT,Used,"$42,480",Zeigler Buick GMC of Lincolnwood,4,(441 reviews)
2022 Chevrolet Trailblazer LT,New,"$55,778",Zeigler Buick GMC of Lincolnwood,4.1,"(1,607 reviews)"
2025 Chevrolet Trailblazer LS,New,"$58,810",Currie Motors Chevrolet,0,(64 reviews)
2025 Chevrolet Trailblazer LS,New,"$85,255",Hawk CDJR,4,(441 reviews)
2025 Honda HR-V Sport,New,"$80,820",Castle Buick GMC,3.8,(471 reviews)
2024 Ford Bronco Sport Badlands,New,"$47,550",Ray Buick,4.5,"(1,575 reviews)"
2025 Volvo XC40 B5 Plus Dark Theme,Used,"$23,998",Happy Hyundai,4.8,"(5,319 reviews)"
2024 Audi Q4 e-tron Sportback Prestige,Used,"$22,998",Subaru Evergreen Park,4.6,"(1,934 reviews)"
2025 Honda HR-V Sport,New,"$29,085",Al Piemonte Nissan,4.6,"(1,934 reviews)"
2024 Audi SQ5 3.0T Premium,New,"$68,515",Al Piemonte Ford,4,(50 reviews)
2024 Volvo XC40 Ultimate,Used,"$92,975",Advantage Chevrolet of Bridgeview,4.4,(233 reviews)
2019 Ford Transit-150 Base,New,"$43,690",CarMax Columbus,4.7,(993 reviews)
2024 Hyundai Elantra SEL,Used,"$32,977",CarMax Orlando,4.4,"(2,065 reviews)"
2024 Hyundai Elantra SE,New,"$38,065",CarMax Orlando,4.8,(668 reviews)
2024 Chrysler Pacifica Touring L,New,"$38,140",CarMax Birmingham,4.7,"(3,762 reviews)"
2024 GMC Sierra 1500 Denali,New,"$44,265",CarMax Spokane,4.4,"(2,065 reviews)"
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,New,"$31,457",CarMax Amarillo,4.7,"(2,521 reviews)"
2023 Hyundai Palisade Calligraphy,Audi Certified,"$45,880",CarMax Phoenix-Gilbert,4.7,(993 reviews)
2024 Cadillac XT5 Luxury,Used,"$28,272",CarMax Lubbock,4,(360 reviews)
2024 Audi Q4 e-tron 50 Premium,New,"$59,354",CarMax Scottsdale,4.8,"(1,358 reviews)"
2020 Ford Explorer Limited,New,"$145,040",Napleton's Oak Lawn Mazda,0,(1 review)
2024 Audi Q5 45 S line quattro Premium,New,"$40,995",Napleton Ford of Oak Lawn,0,(0 reviews)
2025 Subaru Outback Premium,New,"$66,990",Westfield Ford,4.6,"(1,035 reviews)"
2024 Subaru Crosstrek Premium,New,"$59,660",Jack Phelan Chrysler Dodge Jeep RAM,4.6,"(1,035 reviews)"
2025 Subaru Forester Premium,New,"$75,465",The Autobarn Countryside Subaru,4.9,"(5,069 reviews)"
2024 Cadillac XT5 Premium Luxury,Used,"$5,900",CarMax Oak Lawn,2.9,(341 reviews)
2024 INEOS Grenadier Trialmaster,New,"$116,275",Napleton Ford of Oak Lawn,4.7,(485 reviews)
2019 Jeep Cherokee Latitude,Used,"$21,500",Napleton Ford of Oak Lawn,2.5,(468 reviews)
2024 BMW i4 Gran Coupe xDrive40,New,"$50,285",Ettleson Cadillac,3.8,(244 reviews)
2024 RAM 2500 Laramie Crew Cab 4x4 6'4' Box,Used,"$13,975",Advantage Chevrolet,4.6,(266 reviews)
2024 Kia Sportage Plug-In Hybrid X-Line Prestige,New,"$51,452",Advantage Chevrolet,4.5,"(1,546 reviews)"
2024 Mercedes-Benz Sprinter 2500 Crew 144 WB,New,"$86,780",Jennings Chevy / VW,4.5,"(1,546 reviews)"
2025 Mazda CX-50 2.5 Turbo Premium Package,New,"$49,500",Audi Morton Grove,4.6,"(1,558 reviews)"
2021 Chevrolet Blazer 2LT,New,"$71,374",McGrath Acura of Morton Grove,2.3,(665 reviews)
2025 Mazda Mazda3 FWD w/Select Package,New,"$62,517",Golf Mill Chevrolet,3.3,(744 reviews)
2012 Chevrolet Traverse LT,Used,"$17,995",Bredemann Toyota/Scion,5,"(2,505 reviews)"
2020 Chevrolet Blazer RS,New,"$57,000",Golf Mill Ford,5,"(2,505 reviews)"
2024 Cadillac XT5 Premium Luxury,Chevrolet Certified,"$27,975",Grand Subaru,0,(0 reviews)
2021 Buick Envision FWD Preferred,New,"$48,950",Bredemann Ford,4.7,"(3,520 reviews)"
2024 Buick Envision Preferred AWD,New,"$39,295",Grand Subaru,0,(32 reviews)
2024 Buick Envision Preferred AWD,New,"$43,315",Grand Subaru,4.1,(193 reviews)
2019 Chevrolet Traverse LT Leather,New,"$45,253",Al Piemonte Buick GMC,4.7,"(2,180 reviews)"
2024 RAM 2500 Big Horn Crew Cab 4x4 6'4' Box,New,"$24,750",Ed Napleton Acura Kia,4.1,(55 reviews)
2023 Volkswagen Tiguan 2.0T SE,Mercedes-Benz Certified,"$36,490",Mercedes-Benz of Westmont,0,(6 reviews)
2024 Audi SQ5 3.0T Premium Plus,New,"$28,255",Audi Westmont,0,(3 reviews)
2024 Audi Q5 CERTIFIED S line Premium/Pano Roof/Convenience/19s,New,"$28,255",Fields Volvo Cars of Northfield,0,(6 reviews)
2022 Chevrolet Colorado LT,New,"$57,858",Ed Napleton Acura Kia,0,(4 reviews)
2018 Chevrolet Equinox LS,Used,"$42,998",Ed Napleton Acura Kia,0,(6 reviews)
2024 Lincoln Corsair Grand Touring,New,"$56,240",Laurel BMW of Westmont,0,(2 reviews)
2024 Jeep Grand Cherokee L Limited,New,"$39,419",Fields Chrysler Jeep Dodge RAM,0,(15 reviews)
2021 Jeep Compass 80th Special Edition,Used,"$9,995",Willowbrook Ford Kia,4.2,(995 reviews)
2024 Jeep Grand Cherokee L Limited,Used,"$25,694",Napleton River Oaks Hyundai Kia,4.6,"(4,982 reviews)"
2024 Ford Bronco Sport Badlands,Dodge Certified,"$33,998",Alpha Luxury Motors,4.8,"(1,359 reviews)"
2024 GMC Terrain SLT,Used,"$21,900",Packey Webb Ford,4.3,"(3,053 reviews)"
2024 Toyota Sienna Platinum 7 Passenger,New,"$44,206",Packey Webb Ford,4.8,"(1,359 reviews)"
2024 Ford Escape ST-Line,New,"$36,838",McGrath Kia Highland Park,4.2,(995 reviews)
2025 Chevrolet Equinox 1LT,New,"$44,701",McGrath Kia Highland Park,4.3,"(1,165 reviews)"
2021 BMW 530e,New,"$44,701",Rizza Cadillac Buick GMC,4.8,"(1,359 reviews)"
2023 Tesla Model 3,New,"$100,505",Mercedes-Benz of Orland Park,4.6,"(4,982 reviews)"
2021 Nissan Rogue SV,New,"$24,529",Phillips Chevrolet of Lansing,4.6,"(2,509 reviews)"
2020 Subaru Outback Premium,Used,"$23,366",Zeigler Nissan of Orland Park,4.7,"(1,562 reviews)"
2023 Volkswagen Atlas Cross Sport SE w/Tech,New,"$57,418",Bettenhausen Chrysler Dodge Jeep RAM,4.9,"(2,950 reviews)"
2021 Jeep Wrangler Unlimited 4xe Unlimited Sahara,New,"$33,706",DuPage CDJR,4.6,(793 reviews)
2019 BMW X3 XDrive30i,New,"$39,565",Chevrolet of Homewood,4.6,"(2,409 reviews)"
2023 Dodge Challenger R/T Scat Pack,New,"$45,360",Bill Kay Chevrolet,4.5,(776 reviews)
2022 Ford Bronco Black Diamond,New,"$34,090",Sunrise Chevrolet of Glendale Heights,4.3,(22 reviews)
2024 Cadillac LYRIQ Luxury,Used,"$21,274",Highland Park Ford Lincoln,0,(120 reviews)
2024 Ford F-150 Lightning Flash,Used,"$11,541",Highland Park Ford Lincoln,4.6,"(2,409 reviews)"
2024 Mitsubishi Mirage LE,New,"$34,835",Tasca Chevrolet Wheeling,4.9,"(3,878 reviews)"
2025 Chevrolet Equinox FWD RS,New,"$35,995",The Audi Exchange,4.9,"(3,878 reviews)"
2024 Ford Bronco Big Bend,Chevrolet Certified,"$25,250",BMW of Orland Park,4.2,(235 reviews)
2024 Toyota Sienna Platinum 7 Passenger,Used,"$19,998",Affinity Auto Sales,4.9,"(3,878 reviews)"
2024 Volkswagen Atlas Cross Sport 2.0T SEL Premium R-Line,Used,"$30,998",Patrick Hyundai of Schaumburg,4.9,"(3,878 reviews)"
2021 Audi A6 45 Premium,Used,"$27,998",CRS Auto Group,4.6,(535 reviews)
2019 Lincoln Nautilus Select,Used,"$25,998",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.9,"(3,878 reviews)"
2020 Ford Escape SE,Used,"$25,998",Webb Ford,4.9,"(3,878 reviews)"
2021 Ford Escape Titanium,Used,"$17,998",Garber Chevrolet Highland,4.8,"(2,756 reviews)"
2021 Hyundai Sonata SEL,Used,"$24,998",CollegeCarsChicago.com,4.5,(363 reviews)
2025 Subaru Forester Base,Used,"$62,998",Webb Ford,0,(6 reviews)
2024 Subaru Crosstrek Premium,Used,"$16,998",Woodfield Nissan,3.9,(22 reviews)
2024 Subaru Crosstrek Base,New,"$55,519",Land Rover Schaumburg,4.6,"(1,913 reviews)"
2015 Toyota Sienna L,New,"$30,760",Advantage Chevrolet of Bolingbrook,4.4,(651 reviews)
2025 Mercedes-Benz GLE 350 Base 4MATIC,New,"$33,349",South Oak Dodge Chrysler Jeep RAM,0,(285 reviews)
2015 Lexus RX 350 350,New,"$48,745",South Oak Dodge Chrysler Jeep RAM,4.4,(50 reviews)
2011 Mercedes-Benz SL-Class SL 550,New,"$31,794",Car City Inc,0,(285 reviews)
2021 Audi A6 45 Sport Premium,Used,"$40,998",Napleton's Palatine Subaru,4.4,(651 reviews)
2024 GMC HUMMER EV SUV 3X,New,"$33,492",Audi Naperville,4.8,"(3,915 reviews)"
2015 Jeep Patriot Latitude,New,"$30,862",Fair Oaks Lincoln,4.6,(213 reviews)
2020 Nissan Pathfinder SL 4WD,New,"$55,010",Knauz Auto Park,4.2,"(2,878 reviews)"
2025 Kia Sportage S,New,"$37,795",Woody Buick GMC Naperville,4.5,"(1,447 reviews)"
2011 Jeep Wrangler Unlimited Sport,New,"$37,795",Fair Oaks Ford,4.2,"(2,878 reviews)"
2025 Cadillac XT5 Premium Luxury,Used,"$15,988",Knauz Auto Park,4.9,"(4,733 reviews)"
2024 Mercedes-Benz Sprinter 2500 Standard Roof,Used,"$35,500",Chevrolet of Naperville,4.3,(894 reviews)
2024 Jeep Wagoneer L Series II,Used,"$9,922",Audi Naperville,4.2,"(2,878 reviews)"
2015 Land Rover Range Rover Evoque Pure Plus,Used,"$35,995",Honda of Downtown Chicago,4.8,"(1,290 reviews)"
2021 Ford Edge SEL,New,"$69,696",Mercedes-Benz of Chicago,4.7,(489 reviews)
2022 Honda Civic Sport Touring,New,"$35,186",Fox Lincoln,4.9,"(3,657 reviews)"
2025 Chevrolet Equinox RS,New,"$40,363",CarMax Scottsdale,4.7,(869 reviews)
2024 Cadillac LYRIQ Luxury w/1SC,New,"$32,938",Blue Sky Automotive,4.5,(993 reviews)
2024 Cadillac LYRIQ Luxury w/1SC,New,"$34,265",Midway Dodge,4.7,(869 reviews)
2024 Cadillac LYRIQ Luxury w/1SE,New,"$34,265",Midway Dodge,4.7,"(3,428 reviews)"
2024 Jeep Grand Cherokee L Limited,New,"$66,253",Marino Chrysler Jeep Dodge RAM,4.3,(79 reviews)
2024 Subaru Crosstrek Premium,New,"$35,798",Western Avenue Nissan,0,(16 reviews)
2023 Audi Q3 Premium 45 TFSI S line quattro Tiptronic,Used,"$16,563",Zeigler Ford of North Riverside,4.4,(233 reviews)
2024 Nissan Rogue SV,Used,"$54,637",Chicago Northside Toyota,3.9,(199 reviews)
2024 Acura RDX Base,New,Not Priced,South Chicago Dodge Chrysler Jeep RAM,4.4,"(3,359 reviews)"
2008 Honda Accord EX-L,New,"$70,450",Berwyn Kia,4.4,(233 reviews)
2024 Ford Maverick Lariat,New,"$70,450",Zeigler Buick GMC of Lincolnwood,4.9,"(4,406 reviews)"
2025 Volvo XC40 B5 Plus Bright Theme,New,"$56,475",Zeigler Buick GMC of Lincolnwood,4.4,"(1,044 reviews)"
2024 Audi Q5 Sportback S line Premium Plus,New,"$60,665",Currie Motors Chevrolet,4.4,"(3,359 reviews)"
2022 Ford F-150 XLT,New,"$34,723",Hyundai of Lincolnwood,4.4,"(2,094 reviews)"
2024 Volvo S90 B6 Plus,New,"$24,805",Toyota of Lincolnwood,4.6,"(1,934 reviews)"
2024 Ford Transit-250 Base,Used,"$34,985",City Volkswagen Of Evanston,4.5,"(2,302 reviews)"
2024 Audi Q8 55 Premium Plus,New,"$32,178",City Volkswagen Of Evanston,4.4,(393 reviews)
2024 Audi S5 Prestige,New,"$33,598",Highend Motors,4.8,"(3,407 reviews)"
2024 Volkswagen Atlas Cross Sport 2.0T SEL,New,"$38,685",Oak Lawn Toyota,4.8,(668 reviews)
2022 Hyundai Tucson SEL,New,"$30,655",Baha Auto Group Inc.,4.3,(526 reviews)
2021 Jeep Compass Limited,New,"$43,635",Driven Auto Sales,4.3,(686 reviews)
2025 Buick Encore GX Sport Touring,New,"$79,511",Webb Chevy,4.7,"(3,762 reviews)"
2024 RAM 3500 Tradesman,Chevrolet Certified,"$19,814",Berman Chrysler Dodge Jeep Ram,2.7,(216 reviews)
2024 GMC HUMMER EV SUV 2X,New,"$32,720",CarMax Salt Lake (South Jordan),4.8,(668 reviews)
2024 Chevrolet Blazer EV 2LT,New,"$56,584",CarMax Centennial,4.8,(668 reviews)
2022 Lexus UX 250h Base,Used,"$31,999",CarMax Charlottesville,4.4,"(2,065 reviews)"
2025 Chevrolet Equinox AWD ACTIV,New,"$74,420",CarMax LAX,4,(654 reviews)
2024 Kia Sportage X-Pro Prestige,New,"$49,406",CarMax Roanoke,3.8,"(1,000 reviews)"
2024 GMC Acadia FWD Elevation,New,"$24,235",CarMax Charlottesville,0,(58 reviews)
2024 Mazda CX-30 Base,New,"$60,980",CarMax Spokane,0,(9 reviews)
2024 Buick Envista Avenir FWD,New,"$61,435",CarMax El Paso West,4.7,"(1,282 reviews)"
2024 Toyota Tundra Limited,Used,"$30,000",CarMax San Antonio,0,(0 reviews)
2024 Audi RS Q8 4.0T quattro,New,"$66,290",Napleton's Countryside Mazda,4.5,(778 reviews)
2024 Buick Envision TOURING,BMW Certified,"$42,250",Advantage Chevrolet,4.9,"(5,069 reviews)"
2024 Audi Q4 e-tron 50 Prestige,Used,"$26,572",The Autobarn Countryside Subaru,4.8,(603 reviews)
2024 Ford Transit-350 XL,New,"$23,699",Napleton Ford of Oak Lawn,4.8,(603 reviews)
2025 Mercedes-Benz GLE 350 Base 4MATIC,Used,"$7,600",The Autobarn Countryside Subaru,4.8,(603 reviews)
2008 Honda Civic LX,New,"$39,832",Napleton's Countryside Mazda,4.4,(386 reviews)
2025 BMW iX M60,Used,"$22,300",Westfield Ford,4,"(3,042 reviews)"
2020 Jeep Cherokee Latitude,New,"$44,090",The Autobarn Countryside Subaru,4.4,"(1,887 reviews)"
2024 Ford F-150 STX,Used,"$19,985",Advantage Chevrolet,4.7,(485 reviews)
2018 Chevrolet Equinox Premier,New,"$60,995",Countryside Nissan,4,"(3,042 reviews)"
2024 Lincoln Corsair Reserve,New,"$39,852",Jennings Chevy / VW,4.3,(191 reviews)
2024 Audi Q8 e-tron Premium Plus,New,"$73,540",Continental Toyota,3.8,(244 reviews)
2024 GMC Sierra 1500 SLE,Used,"$21,922",McGrath Acura of Morton Grove,2.8,(385 reviews)
2024 Mercedes-Benz Sprinter 2500 Standard Roof,Jeep Certified,"$24,881",AutoNation Honda O'Hare,5,"(4,458 reviews)"
2024 Mercedes-Benz Sprinter 2500 High Roof,Jeep Certified,"$22,881",Golf Mill Chevrolet,4.8,(746 reviews)
2019 Kia Sorento EX,Used,"$17,990",Pro Cars USA Inc,4.4,(645 reviews)
2024 GMC Sierra 1500 Elevation,New,"$38,620",Hertz Car Sales Des Plaines,4.5,(72 reviews)
2023 Chevrolet Blazer 2LT,New,"$81,735",AutoNation Honda O'Hare,4.3,"(3,521 reviews)"
2024 Acura RDX Technology Package,New,"$63,610",Grand Subaru,3.9,"(2,006 reviews)"
2024 Chevrolet Equinox EV 2LT,New,"$60,997",Grand Subaru,3.9,"(2,006 reviews)"
2025 Mazda CX-50 2.5 Turbo Premium Package,New,"$33,000",McGrath BMW of Elmhurst,4.7,"(2,180 reviews)"
2024 Buick Envision Avenir AWD,New,"$31,953",Grand Subaru,4.1,(193 reviews)
2024 GMC Terrain SLE,New,"$81,184",Grand Subaru,4.1,(55 reviews)
2022 Mercedes-Benz GLC 300 Base 4MATIC,New,"$32,815",Roesch Ford,4.9,"(2,487 reviews)"
2025 Honda HR-V AWD Sport,Audi Certified,"$36,991",Grand Subaru,0,(14 reviews)
2025 Honda HR-V AWD Sport,New,"$34,750",Grand Subaru,0,(12 reviews)
2024 GMC Sierra 1500 Elevation,New,"$88,652",Fields Lexus Glenview,0,(3 reviews)
2022 Ford Bronco Black Diamond,New,"$57,888",Highline Auto Sales,0,(1 review)
2024 Mercedes-Benz Sprinter 2500 Standard Roof,Used,"$16,998",DriveTime of West Chicago,0,(8 reviews)
2024 Ford Bronco Sport Badlands,Used,"$13,995",Top Gear Motors,0,(23 reviews)
2016 Chevrolet Equinox LT,Used,"$29,949",Napleton River Oaks Hyundai Kia,0,(15 reviews)
2022 Mitsubishi Outlander SEL 2.5 2WD,Used,"$11,949",Packey Webb Ford,0,(19 reviews)
2023 Dodge Durango GT Plus AWD,New,"$46,635","Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",0,(4 reviews)
2022 Jeep Renegade Limited,New,"$18,795",Driven Auto of Oak Forest,2.5,(14 reviews)
2024 Mazda CX-50 2.5 Turbo Premium Plus,New,"$31,526","Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",4.9,(285 reviews)
2024 Ford Bronco Sport Outer Banks,Used,"$35,990",Packey Webb Ford,4.9,"(1,347 reviews)"
2024 Volkswagen Atlas 2.0T SE,New,"$53,500",Zeigler Nissan of Orland Park,4.3,"(3,053 reviews)"
2024 Volkswagen Atlas 2.0T SE,New,"$25,588",Joe Rizza Maserati Alfa Romeo,4.6,"(1,215 reviews)"
2025 GMC HUMMER EV SUV 2X,Used,"$14,850",Joe Rizza Ford Lincoln,4.8,"(4,545 reviews)"
2024 Buick Encore GX Preferred,New,"$62,472",Bill Kay Buick GMC,4.9,"(3,878 reviews)"
2018 Audi Q5 2.0T Premium Plus,New,"$37,322",Joe Rizza Ford Lincoln,5,(131 reviews)
2024 GMC Sierra 1500 SLE,New,"$25,590",Bettenhausen Chrysler Dodge Jeep RAM,4.7,"(1,983 reviews)"
2025 Chevrolet Equinox 1LT,Used,"$35,700",Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.6,"(1,260 reviews)"
2024 Jeep Grand Cherokee L Laredo,Used,"$23,588",Joe Rizza Ford Lincoln,4.4,"(1,391 reviews)"
2024 Buick Envision Avenir AWD,New,"$27,911",Muller Honda,4.6,"(1,260 reviews)"
2025 Buick Encore GX,New,"$41,651",Chevrolet of Homewood,0,(78 reviews)
2022 Honda HR-V EX,Used,"$19,995",Sunrise Chevrolet of Glendale Heights,0,(78 reviews)
2019 Hyundai Sonata SE,Used,"$34,973",Highland Park Ford Lincoln,0,(2 reviews)
2025 Nissan Rogue SV,Used,"$11,995",The Audi Exchange,4.5,(527 reviews)
2022 Chevrolet Blazer 2LT,Used,"$28,980",Highland Park Ford Lincoln,4.6,"(1,913 reviews)"
2021 Nissan Sentra SV,Used,"$67,000",Tasca Chevrolet Wheeling,4.6,"(1,913 reviews)"
2023 BMW X1 XDrive28i,New,"$77,160",Auto Showcase of Carol Stream,4.5,(527 reviews)
2021 Mercedes-Benz GLA 250,Used,"$17,998",CarMax Tinley Park,0,(4 reviews)
2021 Ford Bronco Sport,Used,"$13,998",Napleton's Schaumburg Buick GMC,4.5,"(3,906 reviews)"
2019 BMW X1 XDrive28i,Used,"$27,998",Napleton's Schaumburg Mazda,4.8,(272 reviews)
2016 Cadillac ATS,Used,"$18,998",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,0,(267 reviews)
2021 Toyota C-HR Limited,Used,"$23,998",Napleton's Schaumburg Buick GMC,4.8,"(3,915 reviews)"
2022 GMC Sierra 2500 AT4,Used,"$19,998",Arlington Heights Ford,4.8,"(3,915 reviews)"
2020 Hyundai Veloster,Used,"$29,998",Thomas Kia of Highland,4.5,(392 reviews)
2025 Mazda CX-70 PHEV Premium Package,Used,"$25,998",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.5,"(1,385 reviews)"
2024 Ford Maverick XLT,Used,"$29,998",Arnie Bauer Cadillac,4.9,"(4,733 reviews)"
2024 Ford Escape ST-Line,New,"$31,690",South Oak Dodge Chrysler Jeep RAM,4.9,"(4,733 reviews)"
2024 Jeep Grand Cherokee L Limited,Used,"$30,949",Arnie Bauer Buick GMC of Matteson,4.6,"(1,324 reviews)"
2024 Subaru Crosstrek Wilderness,New,"$33,002",Napleton's Schaumburg Subaru,4.8,(272 reviews)
2021 Cadillac XT6 Premium Luxury,New,"$32,430",Currie Motors Ford of Frankfort,4.7,"(2,712 reviews)"
2024 Ford Escape ST-Line,New,"$31,200",Woody Buick GMC Naperville,4.5,(231 reviews)
2024 Ford Escape Active,New,"$32,651",Napleton Mazda of Naperville,4.9,"(3,657 reviews)"
2025 Cadillac XT5 Premium Luxury,New,"$52,335",Fair Oaks Lincoln,4.7,(869 reviews)
2024 Chevrolet Equinox EV 3LT,New,"$30,026",Bill Jacobs VW,4.5,(993 reviews)
2024 Chevrolet Equinox EV 3LT,New,"$61,438",Fair Oaks Ford,0,(10 reviews)
2016 GMC Terrain Denali,Used,"$23,899",Land Rover Jaguar Naperville,0,(10 reviews)
2019 Audi Q8 3.0T Premium,New,"$35,504",Woody Buick GMC Naperville,4.6,(667 reviews)
2008 Mazda MX-5 Miata Grand Touring,New,"$23,474",Woody Buick GMC Naperville,4.5,"(1,045 reviews)"
2021 Chevrolet Silverado 1500 LT,New,"$69,950",Knauz Auto Park,4.6,(667 reviews)
2024 Toyota Tundra Platinum,New,"$36,383",Perillo BMW,4.6,(667 reviews)
2024 Ford Escape ST-Line Select,Used,"$19,997",Napleton Downtown Chevrolet Buick GMC,2.9,(629 reviews)
2025 Subaru Forester Limited,Used,"$12,485",Chicago Motors Inc.,4.9,"(2,319 reviews)"
2024 Ford Escape ST-Line,Used,"$24,662",CarMax Tucson,4.4,(233 reviews)
2025 Subaru Forester Premium,New,"$28,951",Berman Nissan of Chicago,3.9,(199 reviews)
2025 Subaru Forester Premium,New,"$35,620",High Quality Auto Group,0,(1 review)
2024 GMC Sierra 1500 Denali,New,"$35,620",Berman Subaru of Chicago,3.4,(42 reviews)
2024 Kia Sportage S,New,"$57,995",Marino Chrysler Jeep Dodge RAM,4,(441 reviews)
2017 Audi Q5 2.0T Premium,New,"$40,020",Honda City Chicago,4,(441 reviews)
2019 BMW M5 Competition,New,"$37,315",Honda City Chicago,3.9,(199 reviews)
2025 Volvo XC90 T8 PLUS 7-SEATER,Used,"$18,500",Honda City Chicago,3.9,(199 reviews)
2024 Acura ZDX Base,New,"$39,143",Kingdom Chevrolet,3.9,(199 reviews)
2024 Acura ZDX Base,New,"$32,092",McGrath City Hyundai,4.5,(692 reviews)
2025 BMW X1 M35i,New,"$104,570",McGrath City Honda,3.9,(199 reviews)
2024 Jeep Grand Cherokee L Overland,Used,"$35,995",Zeigler Ford of North Riverside,4.9,"(4,406 reviews)"
